,Review_title,Review_text,Ratings
1328,Terrific,Good laptop for student,5
1329,Mind-blowing purchase,"Pros.
Performance, design, battery, display, weight, 8GB RAM, 512GB SSD.

Cons
Low quality Keys, no office, charger wire is very thin",5
1330,Highly recommended,Fabulous product.,5
1331,Waste of money!,"Hatdware very poor quality.
Betry back up 2 hour hardly.
Charging Time 2 hours.
Over all don't purchase this company prodect",1
1332,Useless product,"Battery issue, audio very week, screen flickering. Some function keys are not working",1
1333,Not recommended at all,"I purchased this product during big billion days and I have to admit that its not worth for money.

Pros -
1. Performance is good.
2. Speed is good. Boots up within 10 sec.

Cons -
1. Look is bad.
2. Keyboard is bad...lowest quality
3. Display is bad.
4. Sometimes it loses internet connection.
5. Problem in bluetooth connectivity.
6. Heats up while working.
7. Plastic used is of low quality.
8. No MS office.",1
1334,Perfect product!,Very good product.Fast net connectivity. Fast booting and processing. Display is not clear when we change the view angle. Battery backup should be improved.,5
1335,Awesome,One of the best laptops in these price segment if u r a gamer this laptop is for you,5
1336,Wonderful,U can buy this laptop without any doubt. It's one of the best laptop on this price category. I just love it🥰😍🥰😍,5
1337,Fabulous!,I just loved it a complete laptop the sexiest is the key board and light strip,5
1338,Terrific,"I just got it for 82k and this is best value for money laptop.
It is one of the best gaming laptop.
It's performance and design can't be described in words.
If u want a laptop under 90k then blindly go for it.",5
1339,Super!,the perfect one!,5
1340,Good choice,"the design is awesome, definitely looks like a hard ore gaming laptop,

expected its performance to be better than my earlier laptop which had ryzen 5 - 3rd gen processor, but so far ryzen 7 - 6th gen processor power is not yet visible, some issues in memory management was visible, which might be due to windows 11

it was not having nvidia drivers pre installed",4
1341,Utterly Disappointed,Performance is awesome.. But found Screen Bleeding issue.. Display should be better..,1
1342,Terrific purchase,Best deal,5
1343,Value-for-money,Good but price is too high,4
1344,Bad quality,Got screen bleeding within a month. Display should have been better...,2
1345,Best in the market!,"Great display (dont expect OLED),
Good enough sound loudness(identical to my asus rog phone 5)
good quality, won't have a problem listening in a room with fans on,
Good battery lasts long like 7-8 hours of working,
Performance top notch,
Bluetooth works fine,
Wifi works great,
Camera just for vid calls,
Keypad with led feels good,
Build quality is solid,
Looks really good, subtle yet stylish",5
1346,Terrific,"Overall having a great experience, 17inch laptop is beast in performance, handles everything thrown at it like a breeze thanks to i5 12th generation.

Pros:
144Hz 17inch screen.
Build quality.
All required ports.
DDR5 RAM.
4GB GRAPHICS.
16GB RAM.
Mux button.
RGB Keyboard.

Cons:
No such deal breaking . But speaker sound is okay serves the purpose not the best.

Gaming experience is also really good. Great and value for money product from Asus TUF.",5
1347,Terrific purchase,"Satisfied 🥰🥰
Little bit fan noise at high load🙂
Good build quality 😍",5
1348,Awesome,"For some Reason the bluetooth on my Laptop doesnt work.I have tried all solutions provided from the Asus website.I think I will have to visit the service centre of Asus,for the bluetooth problem.Other than that,Everything else works fine.The 144Hz feels so smooth,When gaming on battery i would recommend 60 fps instead of 144 fps,for battery to last longer.When kept in charging gaming in 144fps is the best.Most games can run on high settings or even ultra high graphics settings.Games look phen...
READ MORE",4
1349,Just okay,"Best Laptop But bluetooth not working tried everything driver installation,troubleshooting...",3
1350,Simply awesome,Budget killer,5
1351,Excellent,"Very satisfied. The design is awesome.
65+ fps on God of war 4 original settings. With DLSS on, can go 100+ fps.
It gets hot quickly and fans get noisy. But no lag in the performance.
A Cooling pad is highly recommended.",5
1352,Best in the market!,"Great Laptop from asus. Speakers are good.
Great battery backup.
Bluetooth works fine.",5
1353,Awesome,good.,5
1354,Mind-blowing purchase,"Good battery backup overall laptop feels so premium and smooth, the weight is well distributed it doesn't feel so heavy.",4
1355,Best in the market!,"Great display (dont expect OLED),
Good enough sound loudness(identical to my asus rog phone 5)
good quality, won't have a problem listening in a room with fans on,
Good battery lasts long like 7-8 hours of working,
Performance top notch,
Bluetooth works fine,
Wifi works great,
Camera just for vid calls,
Keypad with led feels good,
Build quality is solid,
Looks really good, subtle yet stylish",5
1356,Terrific,"Overall having a great experience, 17inch laptop is beast in performance, handles everything thrown at it like a breeze thanks to i5 12th generation.

Pros:
144Hz 17inch screen.
Build quality.
All required ports.
DDR5 RAM.
4GB GRAPHICS.
16GB RAM.
Mux button.
RGB Keyboard.

Cons:
No such deal breaking . But speaker sound is okay serves the purpose not the best.

Gaming experience is also really good. Great and value for money product from Asus TUF.",5
1357,Terrific purchase,"Satisfied 🥰🥰
Little bit fan noise at high load🙂
Good build quality 😍",5
1358,Awesome,"For some Reason the bluetooth on my Laptop doesnt work.I have tried all solutions provided from the Asus website.I think I will have to visit the service centre of Asus,for the bluetooth problem.Other than that,Everything else works fine.The 144Hz feels so smooth,When gaming on battery i would recommend 60 fps instead of 144 fps,for battery to last longer.When kept in charging gaming in 144fps is the best.Most games can run on high settings or even ultra high graphics settings.Games look phen...
READ MORE",4
1359,Just okay,"Best Laptop But bluetooth not working tried everything driver installation,troubleshooting...",3
1360,Simply awesome,Budget killer,5
1361,Excellent,"Very satisfied. The design is awesome.
65+ fps on God of war 4 original settings. With DLSS on, can go 100+ fps.
It gets hot quickly and fans get noisy. But no lag in the performance.
A Cooling pad is highly recommended.",5
1362,Best in the market!,"Great Laptop from asus. Speakers are good.
Great battery backup.
Bluetooth works fine.",5
1363,Awesome,good.,5
1364,Mind-blowing purchase,"Good battery backup overall laptop feels so premium and smooth, the weight is well distributed it doesn't feel so heavy.",4
1365,Must buy!,Such an amazing Laptop buy it if your budget us 80k to 85k best value for money product,5
1366,Fair,"With this power and price, one deserve a better battery backup... It lasts up to 2-3 hours only.",3
1367,Unsatisfactory,Came dead on arrival. Its not working on battery. Shows that Battery is not detected. Expecting things to be sorted out soon. Otherwise its a great laptop.,1
1368,Simply awesome,Best laptop in this Budget,5
1369,Must buy!,Such an amazing Laptop buy it if your budget us 80k to 85k best value for money product,5
1370,Fair,"With this power and price, one deserve a better battery backup... It lasts up to 2-3 hours only.",3
1371,Unsatisfactory,Came dead on arrival. Its not working on battery. Shows that Battery is not detected. Expecting things to be sorted out soon. Otherwise its a great laptop.,1
1372,Simply awesome,Best laptop in this Budget,5
1373,Worth the money,"New thermal design, so there was no Heating issues or thermal throttling. CPU temp was around 88C and GPU 75C when I did the stress test. Cinebench R23 Score 9144pts (Multi Core), 1366pts (Single Core). Good Build Quality. A clean install of windows is highly recommended to remove bloatware and also update to the latest BIOS to improve speed and stability. The display colors were on the warmer side, you can easily change it in the Radeon software, I've set it to 7400. The display has contrast...
READ MORE",4
1374,Great product,"Laptops looks are amazing. Battery backup is decent for normal use, around 4 hours
Thermals are up to the mark. MSI Centre works very good controlling the system.
Full sized keyboard is good for typing. It is very fast laptop.",5
1375,Mind-blowing purchase,"Its a beast when it comes to gaming.got it for 55000 which is a best deal for this laptop.go for it if u are a multitasker and a gamer.

Pros-144 hz display is butter smooth.
Performance wise great due to 5600h and rx5500m
Battery is decent
All demanding apps and games work fine.
On high to ultra setting you will get around 60fps while gaming in modern games.
Cons-
Display colour management is not good but you can change it in the radeon software.",5
1376,Value-for-money,Performance beast. Very minimal lid flex because it is made of plastic although very good plastic. Excellent cooling. Little late delivery🙃. I liked the previous model back logo more but its ok.Battery life is about 4hrs at normal usage. Win 11 has not arrived officially yet.,4
1377,Pretty good,"Its really a great laptop display is kind of not so great because of saturation but you can adjust through radeon software
volume level of this laptop is low
build quality really good & performance is also great",4
1378,Terrific,"I got this laptop at 59k
Trust me it is a beast 👹
Tested more than 15 games like battlefield 5, gta 5 ,far cry ,call of duty ghost etc. At high graphic settings
And this beast his handling them like a kid

If u r buying it for coading this handle them smoothly
Android studio , vs code ,etc all are working smoothly

Battery backup is ossm

The only problem is of ssd, it has only 1 slot ie if u have to updrade u can only replace the old one as no extra slots are available

Build quality is ave...
READ MORE",5
1379,Best in the market!,"Good product!
Upgrade your laptop instantly to unleash real performance.
Build quality is good.
Display is good too.
Overall I would recommend you to buy this thing if you are looking for a budget performing laptop.
•Initially with 8Gigs i was getting 140+ in valo at med settings but after upgrading to 16 Gigs dual channel fps were 200+ constant",5
1380,Best in the market!,"✓Beware there is no extra slot for SSD! For ram it has an extra slot. For gamers it really a tradeoff.
✓Thermals are really best
✓Battery is average on casual browsing with 60hz display mode I can get around 4.5hrs (52wh battery)
✓build quality is okeyish for this price range
✓Temperatures while charging the laptop with battery saver mode (on msi dragon centre) enabled is below 44degree , while watching some 4k videos. I have underclocked cpu to 1.3ghz and temperatures dropped to 38 even on...
READ MORE",5
1381,Mind-blowing purchase,just excellent product delivery was also good and final build quilty is just amzing and512 ssd is bit low storage i have adden up a external hdd works good thanks msi,5
1382,Brilliant,"Good product within 60 k I got this laptop at 55890
Peeformance display all is well
But only problem with speakers audio was very low and hingh screen was not good
Comparing to hp pavillion it is better but not as perfect conparing to asus tuf
So overall it was good i was giving 5 star rating it completely fullfilled me
Within price it is best",5
1383,Worth the money,"New thermal design, so there was no Heating issues or thermal throttling. CPU temp was around 88C and GPU 75C when I did the stress test. Cinebench R23 Score 9144pts (Multi Core), 1366pts (Single Core). Good Build Quality. A clean install of windows is highly recommended to remove bloatware and also update to the latest BIOS to improve speed and stability. The display colors were on the warmer side, you can easily change it in the Radeon software, I've set it to 7400. The display has contrast...
READ MORE",4
1384,Great product,"Laptops looks are amazing. Battery backup is decent for normal use, around 4 hours
Thermals are up to the mark. MSI Centre works very good controlling the system.
Full sized keyboard is good for typing. It is very fast laptop.",5
1385,Mind-blowing purchase,"Its a beast when it comes to gaming.got it for 55000 which is a best deal for this laptop.go for it if u are a multitasker and a gamer.

Pros-144 hz display is butter smooth.
Performance wise great due to 5600h and rx5500m
Battery is decent
All demanding apps and games work fine.
On high to ultra setting you will get around 60fps while gaming in modern games.
Cons-
Display colour management is not good but you can change it in the radeon software.",5
1386,Value-for-money,Performance beast. Very minimal lid flex because it is made of plastic although very good plastic. Excellent cooling. Little late delivery🙃. I liked the previous model back logo more but its ok.Battery life is about 4hrs at normal usage. Win 11 has not arrived officially yet.,4
1387,Pretty good,"Its really a great laptop display is kind of not so great because of saturation but you can adjust through radeon software
volume level of this laptop is low
build quality really good & performance is also great",4
1388,Terrific,"I got this laptop at 59k
Trust me it is a beast 👹
Tested more than 15 games like battlefield 5, gta 5 ,far cry ,call of duty ghost etc. At high graphic settings
And this beast his handling them like a kid

If u r buying it for coading this handle them smoothly
Android studio , vs code ,etc all are working smoothly

Battery backup is ossm

The only problem is of ssd, it has only 1 slot ie if u have to updrade u can only replace the old one as no extra slots are available

Build quality is ave...
READ MORE",5
1389,Best in the market!,"Good product!
Upgrade your laptop instantly to unleash real performance.
Build quality is good.
Display is good too.
Overall I would recommend you to buy this thing if you are looking for a budget performing laptop.
•Initially with 8Gigs i was getting 140+ in valo at med settings but after upgrading to 16 Gigs dual channel fps were 200+ constant",5
1390,Best in the market!,"✓Beware there is no extra slot for SSD! For ram it has an extra slot. For gamers it really a tradeoff.
✓Thermals are really best
✓Battery is average on casual browsing with 60hz display mode I can get around 4.5hrs (52wh battery)
✓build quality is okeyish for this price range
✓Temperatures while charging the laptop with battery saver mode (on msi dragon centre) enabled is below 44degree , while watching some 4k videos. I have underclocked cpu to 1.3ghz and temperatures dropped to 38 even on...
READ MORE",5
1391,Mind-blowing purchase,just excellent product delivery was also good and final build quilty is just amzing and512 ssd is bit low storage i have adden up a external hdd works good thanks msi,5
1392,Brilliant,"Good product within 60 k I got this laptop at 55890
Peeformance display all is well
But only problem with speakers audio was very low and hingh screen was not good
Comparing to hp pavillion it is better but not as perfect conparing to asus tuf
So overall it was good i was giving 5 star rating it completely fullfilled me
Within price it is best",5
1393,Simply awesome,"rugged and solid 👍👍, the physical is awesome. System is fast and smooth. The display is not that bright. Glad that i bought this laptop.",5
1394,Great product,"Great value for money laptop
For this price range it can't get any better than this
Pros
- high end processor amd ryzen 5 5th gen (latest gen)
- great gpu for this price range (rx 5500 m)
- 144 hz refresh rate
- msi systerm apps like nahimic and msi control center
Cons
- no major cons",5
1395,Worth the money,One of the best deal at 49990. Today 23 September 2022 i have got it and it's value for money package... Don't buy tuf f15 with i5 10th generation....Bravo s R5 5600H is far better than i5 10th gen and a little bit faster than i5 11th gen....and it's Rx 5500M is way more powerful than GTX 1650 and 1650ti..,4
1396,Worth the money,"This is such a good laptop, I brought it for 58k and it's worth the penny, it's performance is good as it has 8gigs ram (+additional ram slot) & 512 gigs of SSD memory. Battery is too bad for gaming as it's just 51 wt.hr, but for normal use it stands for 4-5 hrs. Display is not so good , it's colour accuracy is so weak. It is good at gaming as I played NFS PAYBACK, GTA 5, NFS HEAT, WITCHER 3, FARCRY 6. Your fingerprint can easily be imprinted on the laptop as it's built design is like that so...
READ MORE",4
1397,Super!,"Amazing purchase-
(ALL GAMES TESTED AT MAX POSSIBLE FPS)
Performance benchmarks-
GTA 5-109 avg fps
Valorant-180 avg fps
Cyber punk- 48 avg fps
Microsoft flight sim- 32 avg fps
CSGO-120 avg fps(slightly disappointed) (was expecting 150+)
Genshin impact- 68 avg fps
Phasmophobia- 102 avg fps
APEX LEGENDS- 73 avg fps( high and medium settings)

Personal note-
I brought this laptop for 59k and I have to say I am blown away by the performance, it's a fully and based laptop so it might be a littl...
READ MORE",5
1398,Highly recommended,"Battery capacity is normal as it have 54wh battery. Its ok for normal usage. For gaming it is very good with its 144hz and outstanding cooling system(plug in usage). Don't put this lap under dust conditions because of more vents.
I got this lap for 55k⚡️
What else do i get in this budget? 💥
If you have proper msi care nearby, you can definitely choose this..",5
1399,Terrific purchase,"Pros
1. Processor Ryzen 5 5600H is beast processor with six cores combined with RX5500M Graphics card (better than 1650 in many cases) is a truly a gaming combo
2. Thermalbof this laptop are awesome due to more ventilated back panel of the laptop
3. Design of the laptop follows the theme of red and black colour combination and the pheniox logo cherry on the top
4. The screen to the body is very impressive
5. Display of the laptop is IPS level display with with top notch refresh rate of 144Hz ...
READ MORE",5
1400,Highly recommended,"Pros- Performance is great, boots up within 5 sec, upgrade to win 11 available, SSD works great, even though it is gaming laptop still battery capacity is good, impressed with 5600h 6 cores 12 threads runs awsome, 144hz display... Great
Cons- Too many heating issues, you have to set fans to cooler booster to maintain the temperature which is too noisy. The heating issues are faced only while gaming, gta V gave 100+fps on very high settings, genshin impact smoothly with 60fps, cyberpunk 2077 3...
READ MORE",5
1401,One of a kind,"First of all this laptop is very good for binge watching netfilx , disney+ etc..
And be used for long duration of streaming, watching movies..
Very powerful gaming mechanism , I can peacefully enjoy gaming for hours .
Boost's the gaming experience for whatever category the game belong
4/5 very good . Enjoyed this beast.",4
1402,Fabulous!,"It's beast under this price range with ryzen 5 5600 h which is as powerful as i9 10980HK..
Rx 5500m is as powerful as gtx 1650ti with 144 hz refresh rate absolutely perfect for gaming
Its battery backup is similar to other gaming laptops
It's look is also awesome and no heating issue at all and it also comes with msi cooler boost..
Disappointing thing in this laptop is just it's display otherwise it's absolutely beast for gaming and for heavy load tasks also..",5
1403,Terrific purchase,The laptop is so good the best thing is it's performance I tried some games and it worked so well with good fps in this price range this is the gaming beast,5
1404,Pretty good,"touch pad is not working properly like it has a loose connection issue using an external mouse is recommended , over all performance is good , battery is really good used 4hours and still 40% left , there is option to switch between integrated graphics and rx5500m",4
1405,Best in the market!,"Best budget gaming laptop .i buyed in bigbillion days sale i got at 46k, performance op , gameplay performance extremely nice , buy this laptop , graphics card was better than gtx 1650 nividia .",5
1406,Superb e-sports gaming laptop,Latest games run smoothly. Fast processor coupled with capable GPU. Unbeatable at this price range. Surprisingly good build quality as well,5
1407,Excellent Product,"Worth the money
Build Quality is good
Better than asus tuf and acer nitro for sure
No heating issue temp rise to 82 but the high speed fan feature makes it 75 in 10 secs
Fps is good
God of war 60fps on high
csgo 250+ on high
Apex legends 80+ on medium and 60 to 70 on high

in short worth buying product just go for it!!!!!!!",5
1408,Nice product,"Not able to boot the laptop from usb in uefi mode. BIOS is complicated. NO RGB Backlit keyboard. Other than these solid build, great performance and good battery life. Overall great value for money.",4
1409,Fabulous!,"Every thing is impressive....
The screen seem little bit less colour accurate , but that's fine..
The performance is really good, Battery life is little bit on the lower side...that's all.....go for it ..",5
1410,Nice,This laptop has no extra m.2 ssd or 2.5 HDD add-on slots .If you're upgrading your storage you need to replace the old m.2 500gb ssd with new m.2 ssd,3
1411,Value for money,"Best gaming in this price bracket 65-70k

Pros
CPU 5600h GPU 5500m
The display is good 144hz
Battery life is good
MSI centre work great
Air vent and cooler boost 5 make a lot of difference in temp
full-size keyboard

Cons
Speaker is not good
Hinch flex
Storage And Ram than can be upgrade
as the vent below the laptop are open it catch dust that directly goes to hardware so beware of it

Game played
red dead redemption 2 fps 45-55 temp 70-75
warzone fps 50-65 temp 75-85 after 2hrs gaming in ...
READ MORE",5
1412,Terrific,"Don't think just go for it..best in this price segment
But sound Is very low",5
1413,Terrific,"Everything about this laptop is perfect...will definitely recommend
-REMEMBER TO PLUG IN THE LAPTOP ON FIRST BOOT",5
1414,Mind-blowing purchase,"Its an absolute beast for gaming, The new chasis feels solid, performance is better than 1650ti and it also stays relatively cool due to the beefy heat sink(The reason why this laptop weighs 2.35 kgs unlike other msi laptops)",5
1415,Best in the market!,Beast 🔥,5
1416,Simply awesome,its a performance beast if you are looking for this at 68k its the best and it has very good thermals.battery backup is 4-5hrs as every gaming laptop has.,5
1417,Best in the market!,Probably the best gaming laptop within 50k. Now I can play all of my favourite games in high fps😍.,5
1418,Worth every penny,"Best budget laptop in the range
You can get the beast unleased after upgraging the ram to 16gb or above",5
1419,Worth every penny,"sometimes it stuck while turning on the laptop, overall good performance, i got it for 53k so value for money for me",5
1420,Wonderful,"After using for 4 days. Performance is good. Haven't played games yet. Everything is good within this budget.
Drawback is battery life, with normal usage it last only 4 hours.",4
1421,Mind-blowing purchase,"Great product for gaming point of view best performance in this price range
But without ms word (personally only back drop",5
1422,Simply awesome,Writting this review after using for 2 weeks. Amazing product very good design and high performance processor. Battery performance is also good.,5
1423,Good quality product,Best Laptop Under 60K from MSI. I bought it at 59k. Everything is good in the Laptop but there is only one issue that you cannot get a extra storage slot for SSD upgrade and also this laptop has no HDD upgradability option... But the performance of this laptop is good... And one last information that you can see in the Flipkart that this Laptop has Carry In warranty but if there has a Service Center near to you that you will get 1 Years On Sight Warranty...👍,4
1424,Nice,Battery is the major issue drains within minutes pathetic battery really need to improve the quality of battery,3
1425,Worth every penny,Best gaming laptop for this budget,5
1426,Great product,Nice,5
1427,Super!,"Pros : its fast, looks sturdy, stylish, and powerfull.
Cons : no extra slot for hdd expansion, 8 GB ram is not sufficient for this giant.",5
1428,Super!,"Best in case with a Powerful processor and amd softwares.,😍. absolute beast.",5
1429,Brilliant,Nice,5
1430,Mind-blowing purchase,"Absolutely fantastic product.
Really confused about buying msi laptop. But was really worth it
Thank you flipkart",5
1431,Worth every penny,"TBH at this price range you won't get a better specs and configuration at this 50k budget comparing to Hp pavilion/ Lenovo they are quite expensive and not worth spending that much.
Just add additional Ram and get an external drive SSD best value 🔥",5
1432,Terrific purchase,"I brought at sale it priced 50k.
Awesome performance
Decent battery
Display is also good
Some gaming features too",5
1433,Great product,"Value for money ❤️

Really love it ....",5
1434,Perfect product!,Highly recommend,5
1435,Pretty good,The screen can be better and the keyboard keys are a bit fragile. Other than that it's a great laptop,4
1436,Super!,Most beautiful laptop ❤️,5
1437,Super!,All is very good but sound quality not worth,5
1438,Worth every penny,Worth it 🙂,5
1439,Worth every penny,Worth for money😍,5
1440,Super!,Msi laptops are good...only problem is that it have service centre's in cities only...if they increase service center then it will nice,5
1441,Very Good,Awesome laptop in this price range. Very good for normal + heavy tasks. Games also works very smooth.,4
1442,Classy product,More than expected .. loved to the core 😊,5
1443,Perfect product!,I bought this product nearly month ago. Until now I didn't faced any problem at all. Cooling system is the most unique feature in this laptop. But the problem is only for display and speakers. Speakers sound is very bad. You barely hear the sound while playing games. Battery is good for a gaming laptop.,5
1444,Worth every penny,People were complaining about its display but for me its perfect 👍,5
1445,Highly recommended,90fps in freefire without using GPU . Battery backup also Good around 4 hour . Only one con backside easily got our fingerprint 😁 .,5
1446,Fair,"Screen flickering issue. No idea if the issue is due to hardware or software. On the left side there are two nos USB port. If you use one of them, other one stop working. Port power distribution design was not properly done. Performance is good, however max possible gaming resolution is 1440p.",3
1447,Brilliant,"All are good. Except display and speaker
Beast performance
No lag in gameplay
Fir my programing software its handle without any problem.
No heating issue bcoz its cooling pipe cooldown fast.",5
1448,Highly recommended,The best laptop in this price range performance is also very good,5
1449,Just wow!,Goods,5
1450,Super!,"Everything I found here is good. Most beautiful thing, this have good battery backup compare to other gaming laptop.",5
1451,Brilliant,My first lapi I hope this product will satisfy me for his performance,5
1452,Fabulous!,"Just buy it, I'm very impressed with this laptop just go for it. Budget killing laptop",5
1453,Worth every penny,"Been using from 6 months. For people who wrote about red keyboard light, it can be turned off or we can dim it, I had no issues in the dark while its ON. It's a lovely machine, worth the money.",5
1454,Brilliant,"Excellent performance.
It complete my all expectations.
After fully analysis It discovers that It also complete my another future upcoming tasks.",5
1455,Just wow!,This laptop amazing,5
1456,Mind-blowing purchase,Outstanding no words to say,5
1457,Perfect product!,It has amazing performance with boot time of just 7 sec,5
1458,Good quality product,"Delivered in 3 days after ordered, received in last week of January 22.. design is a really good, as other said I don't have any heating issue cz I played continuously 10 hrs gaming on last sunday on high setting witcher3, cod, mw..
Actually my preference was for nvidia for graphics but amd also super duper.. if you're non professional gamer then don't worry about graphics card and all just try to keep updated graphics card. And this laptop is good for next 3 or max 4 yrs on medium or low s...
READ MORE",4
1459,Super!,"If u looking for gaming laptop, go for it!",5
1460,Must buy!,Great performance and build quality.,5
1461,Awesome,"Beast performance but just little bit low brightness but performance and opening time is very excellent, valorant gameplay is very smooth and default 144Hz and Max performance for game",5
1462,Fabulous!,Laptop is best i price range. Awesome gaming per,5
1463,Fabulous!,Good product in affordable price,5
1464,Nice product,"Little heat while Gaming when the fan speed is normal when switched it to high(not necessarily for all time).Temperature is reduced fastly within 5 - 10 min.(After Using 3 weeks)
It uses Smartshift system(integrated +dedicated)so graphics performance high as you can expected.
Just go for it Really Satisfied.",4
1465,Decent product,"The purchase has nothing but tragedy for me. Initially I bought this I had blue screen of death issue and sound was too low where the fan sound is more than the speaker itself. Sound issue got resolved after updating drivers. The main concern was the system was crashing with blue screen of death. Later it got replaced .. but the performance was awesome. Was able to play Fifa 19 at 60 ps (ultra). Assassin's creed Odyssey at 50fps (high setting ). Gta 5 at 60 fps (ultra).. I had issues with...
READ MORE",3
1466,Awesome,It was all good.opening and shutting down timing of this laptop is very fast because of ssd.i am very happy with the product,5
1467,Terrific,Great buy go for it,5
1468,Great product,Nice product by msi,5
1469,Terrific,Verry good product good dilevery,5
1470,Expected a better product,Don't buy this laptop as it has keypad issue.,2
1471,Just wow!,Value for money..,5
1472,Terrific,Just go for it best budget gaming laptop. performance is much better than other laptop in this range,5
1473,Highly recommended,Very nice laptop,5
1474,Great product,"Laptop performance wise is best, battery is okay okay, strongly recommended over any Intel i5 laptop. I like it.",5
1475,Fabulous!,Kissing performance,5
1476,Excellent,Nice,5
1477,Super!,In one word just go for it,5
1478,Great product,super fast thankyou flipkart and seller,5
1479,Great product,Awesome laptop getting in such a low price.,5
1480,Worth the money,Value of money,4
1481,Really Nice,Overall good product ...but disappointed with battery,4
1482,Awesome,Beast,5
1483,Simply awesome,"rugged and solid 👍👍, the physical is awesome. System is fast and smooth. The display is not that bright. Glad that i bought this laptop.",5
1484,Great product,"Great value for money laptop
For this price range it can't get any better than this
Pros
- high end processor amd ryzen 5 5th gen (latest gen)
- great gpu for this price range (rx 5500 m)
- 144 hz refresh rate
- msi systerm apps like nahimic and msi control center
Cons
- no major cons",5
1485,Worth the money,One of the best deal at 49990. Today 23 September 2022 i have got it and it's value for money package... Don't buy tuf f15 with i5 10th generation....Bravo s R5 5600H is far better than i5 10th gen and a little bit faster than i5 11th gen....and it's Rx 5500M is way more powerful than GTX 1650 and 1650ti..,4
1486,Worth the money,"This is such a good laptop, I brought it for 58k and it's worth the penny, it's performance is good as it has 8gigs ram (+additional ram slot) & 512 gigs of SSD memory. Battery is too bad for gaming as it's just 51 wt.hr, but for normal use it stands for 4-5 hrs. Display is not so good , it's colour accuracy is so weak. It is good at gaming as I played NFS PAYBACK, GTA 5, NFS HEAT, WITCHER 3, FARCRY 6. Your fingerprint can easily be imprinted on the laptop as it's built design is like that so...
READ MORE",4
1487,Super!,"Amazing purchase-
(ALL GAMES TESTED AT MAX POSSIBLE FPS)
Performance benchmarks-
GTA 5-109 avg fps
Valorant-180 avg fps
Cyber punk- 48 avg fps
Microsoft flight sim- 32 avg fps
CSGO-120 avg fps(slightly disappointed) (was expecting 150+)
Genshin impact- 68 avg fps
Phasmophobia- 102 avg fps
APEX LEGENDS- 73 avg fps( high and medium settings)

Personal note-
I brought this laptop for 59k and I have to say I am blown away by the performance, it's a fully and based laptop so it might be a littl...
READ MORE",5
1488,Highly recommended,"Battery capacity is normal as it have 54wh battery. Its ok for normal usage. For gaming it is very good with its 144hz and outstanding cooling system(plug in usage). Don't put this lap under dust conditions because of more vents.
I got this lap for 55k⚡️
What else do i get in this budget? 💥
If you have proper msi care nearby, you can definitely choose this..",5
1489,Terrific purchase,"Pros
1. Processor Ryzen 5 5600H is beast processor with six cores combined with RX5500M Graphics card (better than 1650 in many cases) is a truly a gaming combo
2. Thermalbof this laptop are awesome due to more ventilated back panel of the laptop
3. Design of the laptop follows the theme of red and black colour combination and the pheniox logo cherry on the top
4. The screen to the body is very impressive
5. Display of the laptop is IPS level display with with top notch refresh rate of 144Hz ...
READ MORE",5
1490,Highly recommended,"Pros- Performance is great, boots up within 5 sec, upgrade to win 11 available, SSD works great, even though it is gaming laptop still battery capacity is good, impressed with 5600h 6 cores 12 threads runs awsome, 144hz display... Great
Cons- Too many heating issues, you have to set fans to cooler booster to maintain the temperature which is too noisy. The heating issues are faced only while gaming, gta V gave 100+fps on very high settings, genshin impact smoothly with 60fps, cyberpunk 2077 3...
READ MORE",5
1491,One of a kind,"First of all this laptop is very good for binge watching netfilx , disney+ etc..
And be used for long duration of streaming, watching movies..
Very powerful gaming mechanism , I can peacefully enjoy gaming for hours .
Boost's the gaming experience for whatever category the game belong
4/5 very good . Enjoyed this beast.",4
1492,Fabulous!,"It's beast under this price range with ryzen 5 5600 h which is as powerful as i9 10980HK..
Rx 5500m is as powerful as gtx 1650ti with 144 hz refresh rate absolutely perfect for gaming
Its battery backup is similar to other gaming laptops
It's look is also awesome and no heating issue at all and it also comes with msi cooler boost..
Disappointing thing in this laptop is just it's display otherwise it's absolutely beast for gaming and for heavy load tasks also..",5
1493,Nice product,"laptop is a great deal in the price range. Worked with Premiere Pro and Adobe Photoshop both render and run super smoothly.(3 month free trail is included for this product)
This display is great,the Dolby audio is fantastic and the body is metallic finish.
I dont play games so cant say about it.The battery backup is over 4 to 6 hours in normal use. Overall a terrific purchase. I Love It... got a wings",4
1494,Just wow!,"Awesome laptop in this price range..there is no laptop is available in this price with this specification...battery backup is good ..8 core processor is too good for multitasking... running matlab,3ds Max running smoothly..
No additional ram slot.fast charging is good.My asus app is added advantage...u can blindly go for this laptop ..and the build is wonderful...in other brands only high end model u will get this kind of build quality.Microsoft office lifetime is included.If anyone is unable...
READ MORE",5
1495,Worth every penny!!,"I have a soft corner for Dell, but nowadays Dell laptops are too costly to bear... After my first time buying an ASUS laptop, I can only say... Ahh, an amazing one... It's a lightweight creator as well as a gaming laptop. The AMD Ryzen 7 4800H processor is really good (it takes 1 - 1.5 sec to open from shutdown position), the battery backup is quite decent (9 - 10 hours), and the display is just awesome.

Though it has a plastic body, it is a sturdy one, not the cheap type and the overall loo...
READ MORE",5
