,Review_title,Review_text,Ratings
353,Graphics and battery are remarkable..i am satisfied with this laptop,Battery  and video quality is remarkable  but the sound is a  bit lower than expected .I bought this @ 45000 rupees.,4.0 out of 5 stars
354,"Touch pad is not good , right side pressure more",Alll thing are good but my touch pad right side click pressure more,4.0 out of 5 stars
355,Got mine in August 2022,Seller name and location was changed . Invoice is not from the supplier with whom I made the purchase.<br>Though product is perfect and exactly what was mentioned at that time .,4.0 out of 5 stars
356,Upset with the display quality especially when we are in 2022,"Very poor display quality. It's the only let down I can see in my 5 day use. On the positive side,  it's super smooth and fast and boots us in few seconds each and every time.",4.0 out of 5 stars
357,Awesome Product,Lenovo amd ryzen 3 is better product &amp; expected quality,4.0 out of 5 stars
358,,,
359,,,
360,"Poor battery back up,  no backlid key","Poor battery backup, no backlit key",4.0 out of 5 stars
361,Good,,4.0 out of 5 stars
362,Good in the range but not the best,"Firstly , I would like to talk about the screen quality which is below average,  I again and again have to set laptop's screen to view , it's viewing angle are the worst as it is not ips display screen quality is not so good .... charging is fast ⏩<br>How much u can expect from this laptop<br>Then I would talk about gaming experience which is also not good as it is not a gaming laptop and fps drop drastically which irritates me and heat like hell sometimes while playing normal games too<br>You can go for it if you buy It for study<br>At last battery backup is not so good gives 4 hrs of average battery life<br>Performance wise it is not bad as it is powered with and ryzen 5 , so this was my review and I would say that this laptop will not disappoint u at all",4.0 out of 5 stars
363,Good product,"&nbsp;I am writing this review after one month of usage, at first  i got the laptop with some warranty issue so i replaced it and after 10 to 15 days my touchpad was not responding in between and it's used to gets  stuck so i called Lenovo customer care and till one week they were updating my driver's and then at last reinstalling windows also didn't solve the issue so now they are replacing the toucpad, hope so it will solve the issue.And regarding screen quality it's really not good but for normal users it does the job , please carefully see the upgradability ,for  ram it is  only 12gb which is quite less , as 16gb normally all laptop's offers. Battery backup is good. Please check each and  every thing within 7 day's as you can get replacement or return within that period bcoz it's better  than replacing parts in new laptops. Performance is good.",4.0 out of 5 stars
364,What if feel about this laptop,&nbsp;If you going for a coding work then it is good...  but if you buying this for normal uses then its not for you...  the display quality is very bad you can't watch movie on it .....but the keypad quality is so good  it feels like a best keypad,4.0 out of 5 stars
365,Graphics and battery are remarkable..i am satisfied with this laptop,Battery  and video quality is remarkable  but the sound is a  bit lower than expected .I bought this @ 45000 rupees.,4.0 out of 5 stars
366,"Touch pad is not good , right side pressure more",Alll thing are good but my touch pad right side click pressure more,4.0 out of 5 stars
367,Got mine in August 2022,Seller name and location was changed . Invoice is not from the supplier with whom I made the purchase.<br>Though product is perfect and exactly what was mentioned at that time .,4.0 out of 5 stars
368,Upset with the display quality especially when we are in 2022,"Very poor display quality. It's the only let down I can see in my 5 day use. On the positive side,  it's super smooth and fast and boots us in few seconds each and every time.",4.0 out of 5 stars
369,Awesome Product,Lenovo amd ryzen 3 is better product &amp; expected quality,4.0 out of 5 stars
370,,,
371,,,
372,Best and Cheap Laptop,No side numerical keys so lil disappointed me… overall its good laptop for normal accounts work. The side keys is very imp for account data entry.,4.0 out of 5 stars
373,use windows 10 in this,use windows 10 in stead of windows 11....it works fantastic in windows 10. great great cheap and fantastic once again,4.0 out of 5 stars
374,good product but lil slow,defenetly you have to upgrade the ram for normal and gaming use or else it would be waste laggy box,4.0 out of 5 stars
375,The SSD hard disk crashed within 6 months,Worked fine till the day the Hard disk crashed. I think Lenovo quality has gone down,2.0 out of 5 stars
376,Not bad,Working fine  but the price must b below Rupees 45000.00<br>and i just getting heating issue from last month,2.0 out of 5 stars
377,Good,Yes we can buy it,3.0 out of 5 stars
378,Okay laptop with Bad Battery backup,I liked it's swiftness. How easily it logs in and how fast it works.<br><br>I don't like It's battery capacity. The battery is very bad and discharges very quickly. It feels like drain of battery.,3.0 out of 5 stars
379,Good product,"Over all product seem to be good👍<br>Body of laptop is sturdy .<br> but it comes without back lit keyboard, and one month trail antivirus , battery back up is 2:00 to 2:30 hrs only.",3.0 out of 5 stars
380,battry backu not good,battry backup not good,3.0 out of 5 stars
381,Battery Life is less than a year!,"I had submittedthis review more than a week ago, not publsihed hence all ratings are 1 now.<br>While I repeat, I was generally happy with the product, but about a month ago I realised that the battery backup was reduced to 50% (about 2 hours); chased Lenovo a lot, they are saying there is no problem; while I believe that the battery should be replaced, the machine is still in warranty (but only for 2 more weeks); Else Amazon - please stop stocking Lenovo products; or there should be a tag that the product/ battery life is less than a year!",1.0 out of 5 stars
382,The most pathetic service by Amazon,"Ordered this laptop in Freedom sale . Delivered in 2 days . When tried switching on, it is not starting ,but charging is working just fine. Ordered a replacement and they again delivered a faulty laptop with the same issue. The guy who came for returning is now saying that since it's not working we can't accept the return . Totally disappointed ☹️",1.0 out of 5 stars
383,Worst. Its not opening only,,1.0 out of 5 stars
384,Good,Good,1.0 out of 5 stars
385,Technical error,Dislike  it has technical problem . Laptop is shutting down continuously.,1.0 out of 5 stars
386,Very slow condition,Very slow condition,1.0 out of 5 stars
387,Lenevo is bad,Very slow,1.0 out of 5 stars
388,worst product,"Worst product,  defective RAM, just 5 light weight applications opened and it showing 90 ram used.<br>fingerprints not working after sleep mode<br>Camera not working from day 1",1.0 out of 5 stars
389,Value for money,"Packaging was very neat and solid. The product itself is very good. Good speed and easy installation. The McAfee 1yr offer for virus protection was very cheap. So I went for it. All features are good. Since it is a slim model, you might feel a little wobbling of the screen part when you move around with he laptop in hand. Otherwise a very good product.",5.0 out of 5 stars
390,Go for it.,"It's an awesome product. Very much helpful for work from home. It doesn't heat at all. It has features like Mac Book. Slim product, looks good. System doesn't hang at all. I am writing this review after one month of using.",5.0 out of 5 stars
391,Value for money,It's a good laptop for daily usage...very fast and nice to handle...but battery draining fastly...I was played some games also.. good response.... overall it's a good laptop for this price..,5.0 out of 5 stars
392,.,The laptop work properly and I am using it since 1 month it's processing time is best and fingerprint reader is very fast,5.0 out of 5 stars
393,Loving it,Bought for programming and personal use.<br>Great performance. Great quality laptop.,5.0 out of 5 stars
394,Very nice,I like this item,5.0 out of 5 stars
395,Loved it,It's perfect for fast processing and gaming,5.0 out of 5 stars
396,love it so far...,Great Product! - Sleek and Slim,5.0 out of 5 stars
397,Largest screen available in PC.,Features are good. Color options are available.,5.0 out of 5 stars
398,can be bought @ 45k - 50k,amazing product.. boot up time 3-4 secs,5.0 out of 5 stars
399,,,
400,,,
401,Very good,Awesome product. Much faster,5.0 out of 5 stars
402,As expected,Satisfied purchase,5.0 out of 5 stars
403,How to install Microsoft Office 2019,How to install microsoft Office 2019,5.0 out of 5 stars
404,Performance,Superb ...,5.0 out of 5 stars
405,Best product,Worth the price,5.0 out of 5 stars
406,Go for it,Excellent ...,5.0 out of 5 stars
407,Awesome,Awesome.. extremely good for home usuages.,5.0 out of 5 stars
408,Practicle use,Go for it if you want to use the laptop for everyday job. This is best latop for practical use,5.0 out of 5 stars
409,Supper bro,Its sipper for be it's sooo much nice I got supper volum best camare than mobile<br>Trust on them and by it u will get 5star laptop,5.0 out of 5 stars
410,All in one,"Best laptop in this range all in one. Speed is significant and value for money, privacy in Web cam I like that.",5.0 out of 5 stars
411,,,
412,,,
413,Very good,Awesome product. Much faster,5.0 out of 5 stars
414,As expected,Satisfied purchase,5.0 out of 5 stars
415,How to install Microsoft Office 2019,How to install microsoft Office 2019,5.0 out of 5 stars
416,Performance,Superb ...,5.0 out of 5 stars
417,Best product,Worth the price,5.0 out of 5 stars
418,Go for it,Excellent ...,5.0 out of 5 stars
419,Awesome,Awesome.. extremely good for home usuages.,5.0 out of 5 stars
420,Practicle use,Go for it if you want to use the laptop for everyday job. This is best latop for practical use,5.0 out of 5 stars
421,Supper bro,Its sipper for be it's sooo much nice I got supper volum best camare than mobile<br>Trust on them and by it u will get 5star laptop,5.0 out of 5 stars
422,All in one,"Best laptop in this range all in one. Speed is significant and value for money, privacy in Web cam I like that.",5.0 out of 5 stars
423,,,
424,"Good purchase, overall; and a few points I do hope they use to make improvements","Found this laptop to be v sleek, overall.<br>Like the keyboard (find the keys to be softer than most other laptop keyboards; more 'pleasant'? for typing, relatively speaking, though not quite as pleasant as it is w a MacBookPro).<br>Like the way the touchpad has been positioned slightly to the left.<br>Also like the fingerprint sensor doubling up as the power on/off button.<br>Front-facing cam quality also relatively good, along with wide coverage of (user) background.<br><br>Would have preferred more RAM along with the whole pkg.<br>Would have preferred more SSD storage space for this budget.<br><br>Budget-wise, feel this is priced up by about 20%, and I think that it will sell more units if Lenovo brings it down accordingly.<br><br>Overall, defn a good buy, and I'd recommend it for anyone who wants this config of laptop for their business/home purposes.",4.0 out of 5 stars
425,"Good Product in a Handsome Budget, but Battery not so strong.","I have been using this Product for 2 weeks. The Pros &amp; Cons are following:<br>Pros: 1. System speed is very fast, as 7.75 gb is usable RAM.<br>2. Slim fit &amp; good outlook as well.<br>Cons:<br>1. Battery drains too fast, battery power not really good.<br>2. Adapter size is too short, this creates problem while charging from a socket which is little bit away.<br>Apart from the upper points, also check the warranty window after buying it, as for my case, I have to mail to Lenovo for updating my Warranty details (It was not updated properly).",4.0 out of 5 stars
426,REQUEST YOU TO READ FULL REVIEW.,First of all it's not lenovo laptop slim 3i but it's lenovo laptop slim 3 so it's a mistake. Otherwise product is good. It's been a couple of weeks I received this laptop and enjoying it. 512 gb ssd puts extra power on performance and 8gb RAM is also supportive for performance and faster response.<br><br>One should buy it for performance. Here are some goods about this product:<br><br>Pros:<br>1. Lid can be opened up to 180 degree.<br>2. Fingerprint lock.<br>3. Privacy shutter on webcam.<br>4. Good build quality.<br>5. Performance is good.<br><br>Cons:<br>1. Backlit keyboard is not there.<br>2. Dvd/cd reader is not there.<br>3. No VGA/HDMI port.,4.0 out of 5 stars
427,Speaker Sound is less,"This is a slim model. because of that, compare to other model, Speaker sound is less. Battery running hour is average only. little bit difficult while typing. due to keyboard. Other than that remaining is ok",4.0 out of 5 stars
428,Best product in this range must buy.,Its superb 512gb ssd gives a great speed experience.Finger print lock works well and it takes only 5 to 10 seconds to boot.<br>Only disadvantage is battery is quite low it gives power back up of 3 hrs overall its nice product must buy this product,4.0 out of 5 stars
429,Office not included,MS office is not included. It's asking to purchase while doing the initial setup. This is different from the product description...,4.0 out of 5 stars
430,Slim machine,It's quite lite weight and slim. If it was loaded with touch then it would have been provided  more value for money.<br>Overall a good sleek product.,4.0 out of 5 stars
431,No pre-installed MS Office Home and Student 2019.,"Amazon mentioned the laptop has pre-installed MS Office Home and Student 2019.<br>But no such MS Office is there.<br>When I start my laptop, it is asking me to buy Microsoft 365 personal.<br><br>Plz help...",4.0 out of 5 stars
432,Worth buy it,It overall fine but there is some problem with this like after undergoing use of 3 days it shows some lagging issues that can be neglect. But overall it is fine,4.0 out of 5 stars
433,Lenovo is Good.,There is nothing to add.,4.0 out of 5 stars
434,,,
435,"Good purchase, overall; and a few points I do hope they use to make improvements","Found this laptop to be v sleek, overall.<br>Like the keyboard (find the keys to be softer than most other laptop keyboards; more 'pleasant'? for typing, relatively speaking, though not quite as pleasant as it is w a MacBookPro).<br>Like the way the touchpad has been positioned slightly to the left.<br>Also like the fingerprint sensor doubling up as the power on/off button.<br>Front-facing cam quality also relatively good, along with wide coverage of (user) background.<br><br>Would have preferred more RAM along with the whole pkg.<br>Would have preferred more SSD storage space for this budget.<br><br>Budget-wise, feel this is priced up by about 20%, and I think that it will sell more units if Lenovo brings it down accordingly.<br><br>Overall, defn a good buy, and I'd recommend it for anyone who wants this config of laptop for their business/home purposes.",4.0 out of 5 stars
436,"Good Product in a Handsome Budget, but Battery not so strong.","I have been using this Product for 2 weeks. The Pros &amp; Cons are following:<br>Pros: 1. System speed is very fast, as 7.75 gb is usable RAM.<br>2. Slim fit &amp; good outlook as well.<br>Cons:<br>1. Battery drains too fast, battery power not really good.<br>2. Adapter size is too short, this creates problem while charging from a socket which is little bit away.<br>Apart from the upper points, also check the warranty window after buying it, as for my case, I have to mail to Lenovo for updating my Warranty details (It was not updated properly).",4.0 out of 5 stars
437,REQUEST YOU TO READ FULL REVIEW.,First of all it's not lenovo laptop slim 3i but it's lenovo laptop slim 3 so it's a mistake. Otherwise product is good. It's been a couple of weeks I received this laptop and enjoying it. 512 gb ssd puts extra power on performance and 8gb RAM is also supportive for performance and faster response.<br><br>One should buy it for performance. Here are some goods about this product:<br><br>Pros:<br>1. Lid can be opened up to 180 degree.<br>2. Fingerprint lock.<br>3. Privacy shutter on webcam.<br>4. Good build quality.<br>5. Performance is good.<br><br>Cons:<br>1. Backlit keyboard is not there.<br>2. Dvd/cd reader is not there.<br>3. No VGA/HDMI port.,4.0 out of 5 stars
438,Speaker Sound is less,"This is a slim model. because of that, compare to other model, Speaker sound is less. Battery running hour is average only. little bit difficult while typing. due to keyboard. Other than that remaining is ok",4.0 out of 5 stars
439,Best product in this range must buy.,Its superb 512gb ssd gives a great speed experience.Finger print lock works well and it takes only 5 to 10 seconds to boot.<br>Only disadvantage is battery is quite low it gives power back up of 3 hrs overall its nice product must buy this product,4.0 out of 5 stars
440,Office not included,MS office is not included. It's asking to purchase while doing the initial setup. This is different from the product description...,4.0 out of 5 stars
441,Slim machine,It's quite lite weight and slim. If it was loaded with touch then it would have been provided  more value for money.<br>Overall a good sleek product.,4.0 out of 5 stars
442,No pre-installed MS Office Home and Student 2019.,"Amazon mentioned the laptop has pre-installed MS Office Home and Student 2019.<br>But no such MS Office is there.<br>When I start my laptop, it is asking me to buy Microsoft 365 personal.<br><br>Plz help...",4.0 out of 5 stars
443,Worth buy it,It overall fine but there is some problem with this like after undergoing use of 3 days it shows some lagging issues that can be neglect. But overall it is fine,4.0 out of 5 stars
444,Lenovo is Good.,There is nothing to add.,4.0 out of 5 stars
445,,,
446,It's cheating product,"After 10 days, laotp is respoding very slow, sometimes hung, boot time also very high, CPU &amp; desk utilization always 100 percent.<br><br>I complied abt product in dell but they denied service and said the laptop built with 4GB ram and i3 core (but I brought 8 gb ram from Amazon). Amazon too didn't help.  Worst experience with Amazon &amp; dell",2.0 out of 5 stars
447,Did not last long,"Well, I bought Dell and preffered  over with HP, Lenovo , Accer etc. It started giving issues in less than 4 Months. First instance of windows crash, I htought one of it, restored using Dell recovery procedure. In less than 12 hours , it crashed again and now it giving wierd errors like Key Board could not be detected. Looks like made a bad choice , should have  bought Accer as my previous Accer worked for over 12 Years without any glitch except need for KB replacement.",2.0 out of 5 stars
448,Don't buy,"Very slow, it takes ages to start the laptop..not recommended, also difficult to get through dell customer care..",2.0 out of 5 stars
449,Average product with poor processor,Average product processor very slow,2.0 out of 5 stars
450,"Not Good, unsatisfied","Not Good .. battery backup 2hrs , not good camera mirroring",2.0 out of 5 stars
451,Bad performance,Too slow performance.<br>Not recommend at all. Go for another.<br>... ... .... ... ... ... .. ... .. .,2.0 out of 5 stars
452,Q,"Pretty slow, wouldn't recognize this one. I'd rather suggest you put a little more money and buy i5 processor company with SSD. Bootup alone took 10 mins.",2.0 out of 5 stars
453,,,
454,First time Amazon disappointed me.,"&nbsp;Screen is ok<br>But Too slow .<br>Can't feel like window 10<br>I am not happy.<br>I have taken this product after seeing reviews and searched alot. But still disappointed.<br>I am regular customer of Amazon, this happed with me first time. I don't know what to say. Plz write honest review so that other customer get help.",3.0 out of 5 stars
455,An average item..,Speed is not satisfactory as the specifications says...irritates in between and run slow..,3.0 out of 5 stars
456,Good,Not upto mark,3.0 out of 5 stars
457,Very slow. Not recommended,Very slow. Not recommended,3.0 out of 5 stars
458,,,
459,,"Dommage la batterie ne tiens pas la charge, max 2h....après une première charge qui elle a tenue 5h....",
460,Worst case to download the invoice,Worst case to download the invoice,1.0 out of 5 stars
461,Issue with Key board,"Product was received in time and also in perfect condition. On second day we observed issue with Key Board of laptop and now we have registered service request with Dell and waiting for update. This is really frustrating. If we buy offline, vendor provide service immediately and problem is resolved. I bought first time online and regret my decision. I would strongly suggest not to purchase online to have problems like this ( particularly when you are procuring for offices or business purpose ). Dell now informed us that particular part is missing hence we need to wait till part comes and they will replace it. We are unable to use this laptop till date. DO NOT PURCHASE.",1.0 out of 5 stars
462,Worst performance - Slower than laptop I had 10 years back,"I bought this just few weeks back. This is the worst laptop I have come across. Neither it has looks nor performance. It is so frustrating. Even to open a simple file, browser, everything takes so much time as if I am working on basic pentium machine we used to have 10 years back. I have tried all the options to improve the performance as suggested by Dell Support, still it is the same.",1.0 out of 5 stars
463,3rd class computer bad product,Bahut hang hota h sala isse accha 10000 ka koi bhi sasta lelo gana to chalta h . lekin isko mt lena pareshan ho gaye sala,1.0 out of 5 stars
464,Scam. No value for money,"Extremely dissapointed!!!<br>I have been a regular customer of Amazon which is why I spent 45K and got this laptop, turns out I have been handed over with a delicate toy that has started giving me issues after not more than a month of its purchase!!<br>I haven't used it everyday, have been very careful still it's giving me issues like taking around 1.5 hours to refresh!!!!<br><br>What nonsense is this Amazon???",1.0 out of 5 stars
465,Amazon becoming worst online website,"We people always think that amazon service items and service good.<br>Amazon is less careful about what u purchased!!!!!!<br>Whether its costly or cheap, no body is there to kpi their provider about the product.<br>I need you to return the laptop which is already degrading, blinking and restarting by itself.<br>I hope people who are planning to buy will be wisely on purchasing here",1.0 out of 5 stars
466,Worse product and worst customer services,Extremely slow despite any application and data. Drive is showing full without downloading or storing ant data. Antivirus also not working. Hardly any use since date of purchase. Worse product and worst customer services.they unable to resolve the issue.,1.0 out of 5 stars
467,Poor performance,Laptop is very slow and very poor user experience.,1.0 out of 5 stars
468,Price more than MRP,The MRP on the box is 40543 but they are selling at more than MRP on amazon. This is illegal and products can be sold at more than MRP. Also the laptop is slow from very first day,1.0 out of 5 stars
469,Speed,I had purchased this laptop .... everything is ok but spevification of speed 3.4 ghz is given wrong by amazon... when u open company specification there will be only 1.20 ghz..... this is even non returnable .... so pls make sure all the thing....,1.0 out of 5 stars
470,,,
471,,,
472,Not a quality product from Dell,I dont know what exactly the problem is. Neither the software nor the build quality reflect the quality we expect from Dell. Touch pad is damaged within 1 month of usage. No after delivery support from Amazon. Really thinking of dropping amazon purchase hereafter,1.0 out of 5 stars
473,Its lagging from the 3rd day and idk what to do with it,Even after being 8gb ram and 1tb hdd idk why it's lagging soo much. Im tired of it now and idk what to do,1.0 out of 5 stars
474,Very slow laptop,&nbsp;Very slow,1.0 out of 5 stars
475,Worst product,Never buy from Amazon I bought dell inspiron and after 3 months my speakers got damage worst experience,1.0 out of 5 stars
476,Bhut bekar,Third class ka laptop h 43000 pani mai gya na lena koi bhi ye,1.0 out of 5 stars
477,Missing 256gb flash drive,As mentioned in the spec the digital flash drive 256gb is not available,1.0 out of 5 stars
478,Do not purchase this laptop due to many of problem are include in this laptop.,Do not purchase this laptop due to many of problem are include in this laptop.,1.0 out of 5 stars
479,I should have buy a SSD Laptop,It's better to buy SSD than HDD,1.0 out of 5 stars
480,Too slow,performance is too slow,1.0 out of 5 stars
481,Not working properly charger heats faster and system switch off often,This product inner parts default,1.0 out of 5 stars
482,,,
483,,,
484,Not a quality product from Dell,I dont know what exactly the problem is. Neither the software nor the build quality reflect the quality we expect from Dell. Touch pad is damaged within 1 month of usage. No after delivery support from Amazon. Really thinking of dropping amazon purchase hereafter,1.0 out of 5 stars
485,Its lagging from the 3rd day and idk what to do with it,Even after being 8gb ram and 1tb hdd idk why it's lagging soo much. Im tired of it now and idk what to do,1.0 out of 5 stars
486,Very slow laptop,&nbsp;Very slow,1.0 out of 5 stars
487,Worst product,Never buy from Amazon I bought dell inspiron and after 3 months my speakers got damage worst experience,1.0 out of 5 stars
488,Bhut bekar,Third class ka laptop h 43000 pani mai gya na lena koi bhi ye,1.0 out of 5 stars
489,Missing 256gb flash drive,As mentioned in the spec the digital flash drive 256gb is not available,1.0 out of 5 stars
490,Do not purchase this laptop due to many of problem are include in this laptop.,Do not purchase this laptop due to many of problem are include in this laptop.,1.0 out of 5 stars
491,I should have buy a SSD Laptop,It's better to buy SSD than HDD,1.0 out of 5 stars
492,Too slow,performance is too slow,1.0 out of 5 stars
493,Not working properly charger heats faster and system switch off often,This product inner parts default,1.0 out of 5 stars
494,,,
495,Delli3 owsome.,"Betty best last long 8 hours,1to2 hours full charge,fine speed ,page open with in the 2 second.i love it .thanx to Amazon be for , when I ordered product was slow,but l call Amazon and they replaced it with excellent product,I'm very happy with Amazon and ofcourse with company,saler thank s.this review I'm writing after using product,it's been one mounth.",5.0 out of 5 stars
496,Excellent screen quality,Liked the colour( grey- Slim and handy to use.Battery is not heavy with good battery backup.<br>Screen quality pretty good. Brought for my daughter for online classes 1 month ago and there are not issues.<br>Nothing really to dislike- The panel on the exterior gets stained - personal experience.,5.0 out of 5 stars
497,Good Product . Fast and Fluid will Support Win 11,Its a good daily laptop. Decent battery back and for those who are complaining about it being slow please remove dell blotware and you will see the difference.,5.0 out of 5 stars
498,"Value for money, speakers would have been better","Value for money, speakers would have been better",5.0 out of 5 stars
499,Good for this price.,Nice looking.<br>Speed is good.<br>Display quality is good.<br>Everything thing is ok. But sometimes heat dissipation is more.,5.0 out of 5 stars
500,Best laptop. Totally nice,Awesome Laptop loved it. Just nice l. Thank you Amazon for the prompt response and quick delivery.,5.0 out of 5 stars
501,Dell amazing laptop,A very good product i say all the person who are interested in this should by it,5.0 out of 5 stars
502,awesome laptop,"Dell, my favorite laptop and desktop brand. laptop is very good and stylish.",5.0 out of 5 stars
503,Best product at this price.,Amazing product. Got much before the expected delivery date. Best deal at this price.,5.0 out of 5 stars
504,Value for the money.,Very good.,5.0 out of 5 stars
505,,,
506,,,
507,Good balanced laptop,Seems good till now as per specifications,5.0 out of 5 stars
508,Dell Inspiron 15 3501,"Awasome Build Quality,<br>And Premium Look,<br>Great Performance,",5.0 out of 5 stars
509,Excellent,Excellent,5.0 out of 5 stars
510,Good laptop and good delivery,Good laptop and good delivery,5.0 out of 5 stars
511,Looking good...!!!!,@amazone it's amazing....!!!,5.0 out of 5 stars
512,Slow,Slow,5.0 out of 5 stars
513,Best,Infinetly best,5.0 out of 5 stars
514,Good quality,Nice laptop,5.0 out of 5 stars
515,Good laptop with affordable price.,Nice laptop.,5.0 out of 5 stars
516,,,
517,,"Rapidité, qualité  l'écran, micro et webcam performants. L'objectif de ce PC est obtenu.",
518,,,
519,,,
520,Good balanced laptop,Seems good till now as per specifications,5.0 out of 5 stars
521,Dell Inspiron 15 3501,"Awasome Build Quality,<br>And Premium Look,<br>Great Performance,",5.0 out of 5 stars
522,Excellent,Excellent,5.0 out of 5 stars
523,Good laptop and good delivery,Good laptop and good delivery,5.0 out of 5 stars
524,Looking good...!!!!,@amazone it's amazing....!!!,5.0 out of 5 stars
525,Slow,Slow,5.0 out of 5 stars
526,Best,Infinetly best,5.0 out of 5 stars
527,Good quality,Nice laptop,5.0 out of 5 stars
528,Good laptop with affordable price.,Nice laptop.,5.0 out of 5 stars
529,,,
530,,"Rapidité, qualité  l'écran, micro et webcam performants. L'objectif de ce PC est obtenu.",
531,,,
532,Decent Laptop for General Use,"Overall its decent product for kids, students, home use &amp; general browsing &amp; usage. Physical appearance is very sober with matt finish &amp; anti glare matt screen. Its light weight too. However, its slow to boot up &amp; takes time to load some heavy applications. I would not recommend usage for work professional who need speed &amp; multi app working. But, given the attractive price its worth buying.",4.0 out of 5 stars
533,Good.,Good.,4.0 out of 5 stars
534,Slow,Don’t buy it,4.0 out of 5 stars
535,Worth for price,Good quality for in this range,4.0 out of 5 stars
536,Good,No issues with the laptop. Recently purchased and all working fine from last 10 days.,4.0 out of 5 stars
537,Good to use,Its good to use. Would have been nice if it had better battery life,4.0 out of 5 stars
538,Good product....,Overall good product....I recommending to buy....<br>It s narrow border on screen both side....but photo shown is edited....why  ?<br>After 15 day of use<br>Goooooooooooooooood product....<br>Very compact....must buy,4.0 out of 5 stars
539,Reasonably priced for the specs,The camera resolution/ quality is lower than expected,4.0 out of 5 stars
540,Nice laptop,Screen size looks ok.,4.0 out of 5 stars
541,Good,Good,4.0 out of 5 stars
542,Harrowing experience,"&nbsp;Disclaimers:<br>1. My review is based on the rough 3 weeks for which I used it. Post that, I returned the product.<br>2. This review is not to be construed to mean that all products in this line are necessarily bad. It could be the case that only I had a bad experience.<br><br>I will state the cons first as they far outweigh the pros.<br>Cons:<br>A. The primary and probably the biggest con for me (which resulted in me returning the product )  was that the display would flicker at intervals (From Day 1 of using the product). Sometimes the flickering wouldn't persist for long  and would occur only for a few seconds. At other times, it would just go on and on, making work impossible and having to re-install the display driver to make it stop. I'd be using it mostly for work (Microsoft office and Adobe) and otherwise, to watch videos and movies. At an average, I'd have to reset (uninstall and reinstall) the Display Driver once every day. Never got around to gaming with it owing to the display flickering problem, as it  used to get quite irritating. (Refer to my video to understand the problem of flickering)<br><br>B. The speaker quality is very average.  The highest volume doesn't produce sound audible enough. So for music, movies etc. , you'd have to use speakers or earphones/headphones.<br><br>C. Acer support  is not upto the mark. After raising my complaint with them and despite the fact that it was a brand new product , they did little to assuage my concerns. They refused to send anyone to pick up my product and said I'd have to get in touch with one of their service centres and personally go there to deliver it. Neither did they give any assurance on a timeline within which they would be able to resolve my problem, nor did they offer a temporary laptop to use while this one got fixed (this was a real problem as I need a functional  laptop at any given point in time and I had also explained my situation to them).<br><br>D. The charger input slot is such that you have to insert the charger at a certain angle; otherwise it's difficult to insert. And to get that angle right is quite difficult. I would keep it plugged in and operate it by switching on and off the main switch (like a Desktop PC).<br><br>E. Battery life is not too good. I wasn't even doing any heavy work or gaming and the battery would last for hardly 4-4.5 hours before reaching 20% from full charge.<br><br>Pros:<br>A. Amazon support was pretty good as compared to dismal Acer support. They arranged for a technician to come and  inspect the problem I had complained of. Amazon does not have a return and refund policy for electronic items and only a replacement policy in case of defective goods. Thereafter , after the technican uploaded his report, I was assured that I would get a replacement of the defective product with a brand new product. However, as it turned out, the seller had exhausted his stock of the product with no idea on when he'd be able to procure new stock. So all in all, I stood to get a full refund after a return was arranged. Just returned the product and am awaiting my refund to reflect in my account.<br><br>B. The fans are placed stategically such that it does not heat up while working. This is particularly good for heavy gaming.<br><br>C. The display resolution is pretty good (my flickering issue aside).<br><br>D. Machine performance is really fast.<br><br>E. Looks stylish.<br><br>To conclude, my advice would be to purchase from an authorised store (whatever laptop you're purchasing, irrespective of the make) after physical verification. It's better that way.  Prices may be cheaper online, but you get quality assurance through physical purchase.",2.0 out of 5 stars
543,Dissapointed with the hardware,"This is a review after 1.5 yrs. Disappointed with the overall performance, SSD and HDD seem to have issue as the laptop freezes and crashes frequently which is rare for a new laptop. Game like FIFA also crashes which indicate issue with HDD/GPU, dont know what will happen if a heavier game is played. Battery life is poor as well, i get only 2-3 hrs for a full charge.",2.0 out of 5 stars
544,Socket problem in this laptop..Headphone and mouse,Camera quality very bad. Battery life too bad. Used it for 11 months i guess..there is a problem with the USB socket and headphone socket. Mouse keeps unplugging itself. And only one side of headphone works after 5 months.. but the headphone works perfectly on other devices. But I love the speed of this device.. 😊,2.0 out of 5 stars
545,Not worthy,"Battery backup is really too poor , I hardly get 1 hour battery backup and the adapter gets heated up too much to such an extent that's it's not easy to hold it for more than 5 sec after charging for even half an hour, was not expecting this atleast",2.0 out of 5 stars
546,Screen bleed issues.,Display has screen bleed. Yellowish tint on monitor corners when having a black background.,2.0 out of 5 stars
547,Under this range it is okay,Battery and camera quality is very bad,2.0 out of 5 stars
548,Heating while gaming and screen bleed issue,There is severe screen bleed issue and also  medium heating issue while gaming.,2.0 out of 5 stars
549,mere laptop ke screen pe line aa rha hai char din hua nhi bigadna shuru ho gya,char din hua nhi aur bigadna chalu ho gya,2.0 out of 5 stars
